"Site","SamplingDate","PlantYr","Nrate","Block","Plot","DryBM.Mg.ha.","Nrate.IS","Wp","GrowingSeason","GS","StandAge","GS.Age.ID","GS.Age.Wp.ID","Location"
"Allee",2021-11-16,"2017 PlantYear",400,"II",22,40.8888507,448,"II 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpII 2017","NW Iowa"
"Allee",2021-11-16,"2017 PlantYear",100,"II",23,26.91904959,112,"II 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpII 2017","NW Iowa"
"Allee",2021-11-16,"2017 PlantYear",0,"II",24,26.03090376,0,"II 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpII 2017","NW Iowa"
"Allee",2021-11-16,"2017 PlantYear",200,"II",25,22.42299927,224,"II 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpII 2017","NW Iowa"
"SERF",2021-11-09,"2015 PlantYear",100,"II",26,32.43341709,112,"II 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpII 2015","SE Iowa"
"SERF",2021-11-09,"2015 PlantYear",400,"II",27,25.09777039,448,"II 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpII 2015","SE Iowa"
"SERF",2021-11-09,"2015 PlantYear",0,"II",28,17.6066875,0,"II 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpII 2015","SE Iowa"
"SERF",2021-11-09,"2015 PlantYear",300,"II",29,16.06058667,336,"II 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpII 2015","SE Iowa"
"SERF",2021-11-09,"2015 PlantYear",200,"II",30,18.20113189,224,"II 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpII 2015","SE Iowa"
"SERF",2021-11-09,"2016 PlantYear",100,"II",16,20.41791234,112,"II 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpII 2016","SE Iowa"
"SERF",2021-11-09,"2016 PlantYear",400,"II",17,15.53509018,448,"II 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpII 2016","SE Iowa"
"SERF",2021-11-09,"2016 PlantYear",200,"II",18,16.43910649,224,"II 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpII 2016","SE Iowa"
"SERF",2021-11-09,"2016 PlantYear",0,"II",19,28.49418071,0,"II 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpII 2016","SE Iowa"
"SERF",2021-11-09,"2016 PlantYear",300,"II",20,23.21504323,336,"II 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpII 2016","SE Iowa"
"SERF",2021-11-09,"2017 PlantYear",300,"II",21,37.87083192,336,"II 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpII 2017","SE Iowa"
"SERF",2021-11-09,"2017 PlantYear",400,"II",22,10.8953629,448,"II 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpII 2017","SE Iowa"
"SERF",2021-11-09,"2017 PlantYear",100,"II",23,34.20513029,112,"II 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpII 2017","SE Iowa"
"SERF",2021-11-09,"2017 PlantYear",0,"II",24,23.84585989,0,"II 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpII 2017","SE Iowa"
"SERF",2021-11-09,"2017 PlantYear",200,"II",25,23.92262396,224,"II 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpII 2017","SE Iowa"
"Sorenson",2021-10-26,"2015 PlantYear",100,"II",26,24.91149512,112,"II 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpII 2015","Central Iowa"
"Sorenson",2021-10-26,"2015 PlantYear",400,"II",27,17.75546196,448,"II 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpII 2015","Central Iowa"
"Sorenson",2021-10-26,"2015 PlantYear",0,"II",28,8.485852632,0,"II 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpII 2015","Central Iowa"
"Sorenson",2021-10-26,"2015 PlantYear",300,"II",29,27.42491474,336,"II 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpII 2015","Central Iowa"
"Sorenson",2021-10-26,"2015 PlantYear",200,"II",30,27.29376465,224,"II 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpII 2015","Central Iowa"
"Sorenson",2021-10-26,"2016 PlantYear",100,"II",16,35.32505535,112,"II 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpII 2016","Central Iowa"
"Sorenson",2021-10-26,"2016 PlantYear",400,"II",17,20.81478002,448,"II 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpII 2016","Central Iowa"
"Sorenson",2021-10-26,"2016 PlantYear",200,"II",18,27.53051526,224,"II 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpII 2016","Central Iowa"
"Sorenson",2021-10-26,"2016 PlantYear",0,"II",19,23.71835777,0,"II 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpII 2016","Central Iowa"
"Sorenson",2021-10-26,"2016 PlantYear",300,"II",20,35.23447955,336,"II 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpII 2016","Central Iowa"
"Sorenson",2021-10-26,"2017 PlantYear",300,"II",21,34.03109208,336,"II 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpII 2017","Central Iowa"
"Sorenson",2021-10-26,"2017 PlantYear",400,"II",22,23.37693111,448,"II 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpII 2017","Central Iowa"
"Sorenson",2021-10-26,"2017 PlantYear",100,"II",23,33.04226784,112,"II 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpII 2017","Central Iowa"
"Sorenson",2021-10-26,"2017 PlantYear",0,"II",24,8.572704234,0,"II 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpII 2017","Central Iowa"
"Sorenson",2021-10-26,"2017 PlantYear",200,"II",25,37.24331915,224,"II 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpII 2017","Central Iowa"
"Allee",2021-11-16,"2015 PlantYear",100,"III",41,32.44214533,112,"III 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIII 2015","NW Iowa"
"Allee",2021-11-16,"2015 PlantYear",300,"III",42,19.916,336,"III 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIII 2015","NW Iowa"
"Allee",2021-11-16,"2015 PlantYear",200,"III",43,27.65290419,224,"III 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIII 2015","NW Iowa"
"Allee",2021-11-16,"2015 PlantYear",0,"III",44,35.24248403,0,"III 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIII 2015","NW Iowa"
"Allee",2021-11-16,"2015 PlantYear",400,"III",45,32.72880817,448,"III 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIII 2015","NW Iowa"
"Allee",2021-11-16,"2016 PlantYear",100,"III",36,23.50898072,112,"III 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIII 2016","NW Iowa"
"Allee",2021-11-16,"2016 PlantYear",400,"III",37,30.44642857,448,"III 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIII 2016","NW Iowa"
"Allee",2021-11-16,"2016 PlantYear",300,"III",38,NA,336,"III 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIII 2016","NW Iowa"
"Allee",2021-11-16,"2016 PlantYear",0,"III",39,19.2524295,0,"III 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIII 2016","NW Iowa"
"Allee",2021-11-16,"2016 PlantYear",200,"III",40,34.94772229,224,"III 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIII 2016","NW Iowa"
"Allee",2021-11-16,"2017 PlantYear",100,"III",31,34.89143954,112,"III 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIII 2017","NW Iowa"
"Allee",2021-11-16,"2017 PlantYear",300,"III",32,22.98520921,336,"III 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIII 2017","NW Iowa"
"Allee",2021-11-16,"2017 PlantYear",200,"III",33,22.833936,224,"III 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIII 2017","NW Iowa"
"Allee",2021-11-16,"2017 PlantYear",400,"III",34,26.98257529,448,"III 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIII 2017","NW Iowa"
"Allee",2021-11-16,"2017 PlantYear",0,"III",35,33.75578231,0,"III 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIII 2017","NW Iowa"
"SERF",2021-11-09,"2015 PlantYear",100,"III",41,15.41453284,112,"III 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIII 2015","SE Iowa"
"SERF",2021-11-09,"2015 PlantYear",300,"III",42,19.70204187,336,"III 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIII 2015","SE Iowa"
"SERF",2021-11-09,"2015 PlantYear",200,"III",43,29.92917688,224,"III 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIII 2015","SE Iowa"
"SERF",2021-11-09,"2015 PlantYear",0,"III",44,21.00690537,0,"III 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIII 2015","SE Iowa"
"SERF",2021-11-09,"2015 PlantYear",400,"III",45,21.39117148,448,"III 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIII 2015","SE Iowa"
"SERF",2021-11-09,"2016 PlantYear",100,"III",36,21.97270977,112,"III 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIII 2016","SE Iowa"
"SERF",2021-11-09,"2016 PlantYear",400,"III",37,38.00307692,448,"III 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIII 2016","SE Iowa"
"SERF",2021-11-09,"2016 PlantYear",300,"III",38,23.55215786,336,"III 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIII 2016","SE Iowa"
"SERF",2021-11-09,"2016 PlantYear",0,"III",39,30.71570019,0,"III 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIII 2016","SE Iowa"
"SERF",2021-11-09,"2016 PlantYear",200,"III",40,14.34607893,224,"III 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIII 2016","SE Iowa"
"SERF",2021-11-09,"2017 PlantYear",100,"III",31,36.80604201,112,"III 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIII 2017","SE Iowa"
"SERF",2021-11-09,"2017 PlantYear",300,"III",32,20.14166318,336,"III 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIII 2017","SE Iowa"
"SERF",2021-11-09,"2017 PlantYear",200,"III",33,21.32361849,224,"III 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIII 2017","SE Iowa"
"SERF",2021-11-09,"2017 PlantYear",400,"III",34,22.75369461,448,"III 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIII 2017","SE Iowa"
"SERF",2021-11-09,"2017 PlantYear",0,"III",35,32.80648601,0,"III 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIII 2017","SE Iowa"
"Sorenson",2021-10-26,"2015 PlantYear",100,"III",41,31.2575748,112,"III 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIII 2015","Central Iowa"
"Sorenson",2021-10-26,"2015 PlantYear",300,"III",42,33.33421025,336,"III 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIII 2015","Central Iowa"
"Sorenson",2021-10-26,"2015 PlantYear",200,"III",43,29.36547593,224,"III 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIII 2015","Central Iowa"
"Sorenson",2021-10-26,"2015 PlantYear",0,"III",44,12.58230114,0,"III 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIII 2015","Central Iowa"
"Sorenson",2021-10-26,"2015 PlantYear",400,"III",45,27.87651039,448,"III 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIII 2015","Central Iowa"
"Sorenson",2021-10-26,"2016 PlantYear",100,"III",36,32.37815007,112,"III 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIII 2016","Central Iowa"
"Sorenson",2021-10-26,"2016 PlantYear",400,"III",37,29.45727406,448,"III 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIII 2016","Central Iowa"
"Sorenson",2021-10-26,"2016 PlantYear",300,"III",38,20.29709141,336,"III 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIII 2016","Central Iowa"
"Sorenson",2021-10-26,"2016 PlantYear",0,"III",39,29.34440538,0,"III 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIII 2016","Central Iowa"
"Sorenson",2021-10-26,"2016 PlantYear",200,"III",40,34.61232615,224,"III 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIII 2016","Central Iowa"
"Sorenson",2021-10-26,"2017 PlantYear",100,"III",31,26.0587429,112,"III 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIII 2017","Central Iowa"
"Sorenson",2021-10-26,"2017 PlantYear",300,"III",32,34.44312413,336,"III 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIII 2017","Central Iowa"
"Sorenson",2021-10-26,"2017 PlantYear",200,"III",33,24.96767299,224,"III 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIII 2017","Central Iowa"
"Sorenson",2021-10-26,"2017 PlantYear",400,"III",34,24.64241379,448,"III 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIII 2017","Central Iowa"
"Sorenson",2021-10-26,"2017 PlantYear",0,"III",35,37.92299816,0,"III 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIII 2017","Central Iowa"
"Allee",2021-11-16,"2015 PlantYear",300,"IV",51,20.08915859,336,"IV 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIV 2015","NW Iowa"
"Allee",2021-11-16,"2015 PlantYear",100,"IV",52,29.60105853,112,"IV 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIV 2015","NW Iowa"
"Allee",2021-11-16,"2015 PlantYear",400,"IV",53,24.95197503,448,"IV 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIV 2015","NW Iowa"
"Allee",2021-11-16,"2015 PlantYear",200,"IV",54,21.66435876,224,"IV 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIV 2015","NW Iowa"
"Allee",2021-11-16,"2015 PlantYear",0,"IV",55,27.57985743,0,"IV 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIV 2015","NW Iowa"
"Allee",2021-11-16,"2016 PlantYear",0,"IV",56,16.18672763,0,"IV 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIV 2016","NW Iowa"
"Allee",2021-11-16,"2016 PlantYear",300,"IV",57,36.83856916,336,"IV 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIV 2016","NW Iowa"
"Allee",2021-11-16,"2016 PlantYear",400,"IV",58,30.28118213,448,"IV 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIV 2016","NW Iowa"
"Allee",2021-11-16,"2016 PlantYear",100,"IV",59,24.1351572,112,"IV 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIV 2016","NW Iowa"
"Allee",2021-11-16,"2016 PlantYear",200,"IV",60,17.85944944,224,"IV 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIV 2016","NW Iowa"
"Allee",2021-11-16,"2017 PlantYear",0,"IV",46,26.27340677,0,"IV 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIV 2017","NW Iowa"
"Allee",2021-11-16,"2017 PlantYear",300,"IV",47,33.0348617,336,"IV 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIV 2017","NW Iowa"
"Allee",2021-11-16,"2017 PlantYear",400,"IV",48,31.09630396,448,"IV 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIV 2017","NW Iowa"
"Allee",2021-11-16,"2017 PlantYear",100,"IV",49,34.20190883,112,"IV 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIV 2017","NW Iowa"
"Allee",2021-11-16,"2017 PlantYear",200,"IV",50,33.28517309,224,"IV 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIV 2017","NW Iowa"
"SERF",2021-11-09,"2015 PlantYear",300,"IV",51,23.50976477,336,"IV 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIV 2015","SE Iowa"
"SERF",2021-11-09,"2015 PlantYear",100,"IV",52,31.5719496,112,"IV 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIV 2015","SE Iowa"
"SERF",2021-11-09,"2015 PlantYear",400,"IV",53,25.89216738,448,"IV 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIV 2015","SE Iowa"
"SERF",2021-11-09,"2015 PlantYear",200,"IV",54,29.71563559,224,"IV 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIV 2015","SE Iowa"
"SERF",2021-11-09,"2015 PlantYear",0,"IV",55,18.72344064,0,"IV 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIV 2015","SE Iowa"
"SERF",2021-11-09,"2016 PlantYear",0,"IV",56,14.22058033,0,"IV 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIV 2016","SE Iowa"
"SERF",2021-11-09,"2016 PlantYear",300,"IV",57,21.82504152,336,"IV 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIV 2016","SE Iowa"
"SERF",2021-11-09,"2016 PlantYear",400,"IV",58,12.01171875,448,"IV 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIV 2016","SE Iowa"
"SERF",2021-11-09,"2016 PlantYear",100,"IV",59,22.80248564,112,"IV 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIV 2016","SE Iowa"
"SERF",2021-11-09,"2016 PlantYear",200,"IV",60,20.87486103,224,"IV 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIV 2016","SE Iowa"
"SERF",2021-11-09,"2017 PlantYear",0,"IV",46,39.52632238,0,"IV 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIV 2017","SE Iowa"
"SERF",2021-11-09,"2017 PlantYear",300,"IV",47,38.68218985,336,"IV 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIV 2017","SE Iowa"
"SERF",2021-11-09,"2017 PlantYear",400,"IV",48,30.86748379,448,"IV 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIV 2017","SE Iowa"
"SERF",2021-11-09,"2017 PlantYear",100,"IV",49,42.48921866,112,"IV 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIV 2017","SE Iowa"
"SERF",2021-11-09,"2017 PlantYear",200,"IV",50,27.31263459,224,"IV 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIV 2017","SE Iowa"
"Sorenson",2021-10-26,"2015 PlantYear",300,"IV",51,31.06712114,336,"IV 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIV 2015","Central Iowa"
"Sorenson",2021-10-26,"2015 PlantYear",100,"IV",52,36.24080139,112,"IV 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIV 2015","Central Iowa"
"Sorenson",2021-10-26,"2015 PlantYear",400,"IV",53,22.15768814,448,"IV 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIV 2015","Central Iowa"
"Sorenson",2021-10-26,"2015 PlantYear",200,"IV",54,25.47246615,224,"IV 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIV 2015","Central Iowa"
"Sorenson",2021-10-26,"2015 PlantYear",0,"IV",55,22.75994426,0,"IV 2015","2021 GrowingSeason","2021 GS","7 yr old","2021 GS - 7 yr old","2021 GS - 7 yr old x WpIV 2015","Central Iowa"
"Sorenson",2021-10-26,"2016 PlantYear",0,"IV",56,9.227912317,0,"IV 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIV 2016","Central Iowa"
"Sorenson",2021-10-26,"2016 PlantYear",300,"IV",57,28.00327548,336,"IV 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIV 2016","Central Iowa"
"Sorenson",2021-10-26,"2016 PlantYear",400,"IV",58,22.7679917,448,"IV 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIV 2016","Central Iowa"
"Sorenson",2021-10-26,"2016 PlantYear",100,"IV",59,29.82465371,112,"IV 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIV 2016","Central Iowa"
"Sorenson",2021-10-26,"2016 PlantYear",200,"IV",60,20.32109013,224,"IV 2016","2021 GrowingSeason","2021 GS","6 yr old","2021 GS - 6 yr old","2021 GS - 6 yr old x WpIV 2016","Central Iowa"
"Sorenson",2021-10-26,"2017 PlantYear",0,"IV",46,17.24035897,0,"IV 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIV 2017","Central Iowa"
"Sorenson",2021-10-26,"2017 PlantYear",300,"IV",47,21.33239152,336,"IV 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIV 2017","Central Iowa"
"Sorenson",2021-10-26,"2017 PlantYear",400,"IV",48,25.69184845,448,"IV 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIV 2017","Central Iowa"
"Sorenson",2021-10-26,"2017 PlantYear",100,"IV",49,33.31249742,112,"IV 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIV 2017","Central Iowa"
"Sorenson",2021-10-26,"2017 PlantYear",200,"IV",50,30.61075605,224,"IV 2017","2021 GrowingSeason","2021 GS","5 yr old","2021 GS - 5 yr old","2021 GS - 5 yr old x WpIV 2017","Central Iowa"
"Allee",2022-11-10,"2015 PlantYear",100,"I",1,25.44894715,112,"I 2015","2022 GrowingSeason","2022 GS","8 yr old","2022 GS - 8 yr old","2022 GS - 8 yr old x WpI 2015","NW Iowa"
"Allee",2022-11-10,"2015 PlantYear",300,"I",2,14.0020599,336,"I 2015","2022 GrowingSeason","2022 GS","8 yr old","2022 GS - 8 yr old","2022 GS - 8 yr old x WpI 2015","NW Iowa"
"Allee",2022-11-10,"2015 PlantYear",400,"I",3,22.63743017,448,"I 2015","2022 GrowingSeason","2022 GS","8 yr old","2022 GS - 8 yr old","2022 GS - 8 yr old x WpI 2015","NW Iowa"
